,name,artists,year,duration_s,tempo,acousticness,energy,valence,key,popularity,explicit
97476,Night Moves - Live/Remastered,Bob Seger,1981,344.347,117.203,0.24,0.973,0.353,0,32,No
97965,Take A Chance,Bob Seger,1991,221.613,111.24,0.0347,0.864,0.5,7,39,No
98099,In Your Time,Bob Seger,1994,187.211,113.733,0.153,0.611,0.321,7,42,No
102947,Bo Diddley Medley - Live In Detroit/1975,Bob Seger,1976,338.361,118.09,0.00223,0.979,0.41,4,31,No
102949,Jody Girl - Live In Detroit/1975,Bob Seger,1976,273.267,109.082,0.616,0.393,0.394,4,30,No
103164,Good For Me,Bob Seger,1980,243.293,93.8,0.285,0.386,0.351,2,33,No
103246,You'll Accomp'ny Me - Live/Remastered,Bob Seger,1981,253.213,114.766,0.0204,0.954,0.32,9,31,No
103263,Old Time Rock And Roll - Live/Remastered,Bob Seger,1981,311.8,123.275,0.092,0.981,0.934,4,35,No
103520,American Storm,Bob Seger,1986,243.264,150.357,0.0761,0.943,0.805,4,33,No
103921,Night Moves,Bob Seger,1994,324.921,118.758,0.429,0.739,0.361,1,40,No
108616,Let It Rock/Little Queenie - Live In Detroit/1975,Bob Seger,1976,503.133,84.102,0.00586,0.967,0.359,1,29,No
108625,I've Been Working - Live In Detroit/1975,Bob Seger,1976,276.96,108.153,0.00565,0.936,0.589,11,29,No
108636,U.M.C. (Upper Middle Class) - Live In Detroit/1975,Bob Seger,1976,200.653,134.055,0.0249,0.846,0.405,0,29,No
108901,Long Twin Silver Line,Bob Seger,1980,257.453,137.956,0.123,0.989,0.803,2,30,No
108923,Hollywood Nights - Live/Remastered,Bob Seger,1981,289.427,80.308,0.00321,0.992,0.658,9,31,No
108958,Mainstreet - Live/Remastered,Bob Seger,1981,244.227,136.398,0.0272,0.847,0.3,7,30,No
108959,We've Got Tonight - Live/Remastered,Bob Seger,1981,295.311,127.017,0.706,0.657,0.291,11,31,No
108975,Fire Lake - Live/Remastered,Bob Seger,1981,231.967,127.538,0.0474,0.944,0.291,6,30,No
109581,Roll Me Away,Bob Seger,1994,280.16,133.151,0.0273,0.908,0.582,0,39,No
109590,Against The Wind,Bob Seger,1994,334.64,109.657,0.346,0.744,0.759,7,39,No
4556,Marie Laveau,Bobby Bare,2004,190.773,117.59,0.867,0.535,0.835,9,44,No
7951,Come Sundown,Bobby Bare,1970,166.48,101.681,0.676,0.204,0.517,7,27,No
9685,Detroit City,Bobby Bare,2004,169.933,121.647,0.518,0.319,0.473,11,48,No
17744,Don't It Make You Want to Go Home,Bobby Bare,1970,143.8,122.529,0.522,0.37,0.911,2,25,No
17769,Leaving on a Jet Plane,Bobby Bare,1970,192.24,125.25,0.764,0.18,0.777,2,26,No
19412,500 Miles Away from Home,Bobby Bare,2004,162.507,109.253,0.659,0.374,0.521,7,47,No
22068,Homestead on the Farm,Bobby Bare,1963,150.427,119.577,0.768,0.339,0.643,7,17,No
22684,Sylvia's Mother,Bobby Bare,1972,229.16,81.599,0.662,0.419,0.673,2,32,No
22715,Ride Me Down Easy,Bobby Bare,1973,178.053,77.343,0.81,0.287,0.854,7,28,No
26792,Let It Be Me (Je t-appartiens),Bobby Bare,1965,175.747,83.633,0.717,0.189,0.423,2,22,No
27242,Paul,Bobby Bare,1973,259.24,136.583,0.794,0.487,0.846,7,26,No
28699,"Dropkick Me, Jesus",Bobby Bare,2004,162.133,85.09,0.817,0.328,0.451,0,40,No
31118,We'll Sing in the Sunshine,Bobby Bare,1965,141.253,111.783,0.665,0.432,0.817,2,21,No
31475,Me and Bobby McGee,Bobby Bare,1971,217.587,80.177,0.76,0.265,0.754,0,25,No
31630,The Jogger,Bobby Bare,1973,254.8,169.027,0.564,0.568,0.81,2,24,No
35160,Together Again,Bobby Bare,1965,128.293,85.675,0.904,0.187,0.709,9,21,No
35495,I Took a Memory to Lunch,Bobby Bare,1970,172.507,116.449,0.523,0.303,0.655,10,21,No
35508,Please Don't Tell Me How the Story Ends,Bobby Bare,1971,156.12,89.976,0.808,0.179,0.525,10,22,No
35525,Hello Darlin',Bobby Bare,1971,146.347,81.628,0.815,0.199,0.507,9,22,No
35549,"Mama Bake a Pie, Papa Kill a Chicken",Bobby Bare,1971,173.867,120.21,0.654,0.214,0.777,2,21,No
35684,Rosalie's Good Eats Cafe,Bobby Bare,1973,490.067,127.219,0.69,0.277,0.358,7,24,No
39557,Help Me Make It Through the Night,Bobby Bare,1971,133.613,77.019,0.663,0.392,0.89,2,22,No
39766,Singin' in the Kitchen,Bobby Bare,1974,218.107,139.159,0.592,0.338,0.538,2,21,No
43444,Woman You Have Been a Friend to Me,Bobby Bare,1970,129.653,138.442,0.529,0.355,0.779,5,20,No
43520,Loving Her Was Easier,Bobby Bare,1971,162.733,94.883,0.869,0.376,0.645,7,19,No
43539,Music City USA,Bobby Bare,1972,154.0,87.955,0.768,0.315,0.827,7,21,No
49151,500 Miles Away from Home,Bobby Bare,1963,162.56,108.948,0.669,0.429,0.551,7,52,No
49174,Detroit City,Bobby Bare,1963,168.067,121.315,0.784,0.285,0.398,11,47,No
57257,The Streets of Baltimore,Bobby Bare,1966,157.64,116.128,0.629,0.447,0.808,4,44,No
57708,Marie Laveau,Bobby Bare,1973,189.027,117.805,0.872,0.521,0.855,9,52,No
57755,The Winner,Bobby Bare,1973,320.04,129.296,0.773,0.543,0.807,7,49,No
63922,Abilene,Bobby Bare,1963,133.347,101.09,0.774,0.377,0.709,5,38,No
70838,A Dear John Letter,Bobby Bare,1965,113.493,62.35,0.847,0.296,0.774,1,39,No
71110,(Margie's At) The Lincoln Park Inn,Bobby Bare,1969,198.733,131.155,0.724,0.318,0.525,2,41,No
90440,"Green, Green Grass of Home",Bobby Bare,1966,163.707,102.129,0.847,0.273,0.55,4,28,No
90485,Find Out What's Happening,Bobby Bare,1967,132.6,94.198,0.49,0.405,0.821,4,34,No
90881,Tequila Sheila,Bobby Bare,1973,250.333,177.823,0.306,0.802,0.618,7,36,No
90909,Numbers,Bobby Bare,1973,305.173,128.877,0.392,0.731,0.729,2,35,No
96356,In the Misty Moonlight,Bobby Bare,1965,164.547,110.444,0.612,0.365,0.611,9,28,No
102162,Invisible Tears,Bobby Bare,1965,146.987,128.072,0.656,0.343,0.916,0,27,No
107691,Gotta Travel On,Bobby Bare,1963,132.013,182.77,0.754,0.61,0.894,11,22,No
108177,That's How I Got to Memphis,Bobby Bare,1970,151.787,113.508,0.598,0.378,0.805,2,30,No
2005,So Mean,Bobby Darin,1958,160.0,83.478,0.9,0.206,0.493,5,12,No
2223,How About You,Bobby Darin,1961,123.0,143.016,0.712,0.23,0.575,7,14,No
2307,Blue Skies - 2001 Digital Remaster,Bobby Darin,1962,152.04,131.789,0.748,0.29,0.46,5,13,No
7048,Actions Speak Louder Than Words,Bobby Darin,1958,129.56,106.091,0.916,0.289,0.77,8,12,No
7060,I Found a Million Dollar Baby (In a Five and Ten Cent Store),Bobby Darin,1958,123.867,126.094,0.698,0.381,0.806,8,13,No
7069,Wear My Ring,Bobby Darin,1958,113.893,73.651,0.918,0.196,0.513,8,12,No
7127,(Since Your Gone) I Can't Go On,Bobby Darin,1958,167.307,120.596,0.876,0.258,0.698,5,12,No
7234,Black Coffee,Bobby Darin,1960,234.133,75.375,0.734,0.0519,0.239,10,13,No
7403,I'll Be There,Bobby Darin,1962,130.893,123.762,0.863,0.248,0.555,5,18,No
9721,Dream Lover,Bobby Darin,2005,150.706,131.715,0.715,0.774,0.715,5,45,No
11960,Brand New House,Bobby Darin,1958,155.307,126.754,0.824,0.498,0.844,7,12,No
12004,Don't Call My Name,Bobby Darin,1958,121.947,123.068,0.254,0.481,0.909,7,12,No
12166,Christmas Auld Land Syne,Bobby Darin,1960,163.293,75.919,0.898,0.313,0.335,5,12,No
12175,Down with Love,Bobby Darin,1960,178.867,142.996,0.63,0.218,0.492,8,11,No
12496,The Good Life - Remastered,Bobby Darin,1965,145.733,90.972,0.728,0.324,0.466,3,23,No
19406,Me & Mr. Hohner,Bobby Darin,2004,197.799,82.327,0.325,0.509,0.883,11,43,No
22636,Simple Song Of Freedom - Live / Single Version/Mono,Bobby Darin,1972,251.52,85.821,0.714,0.521,0.645,0,27,No
26413,"Have You Got Any Castles, Baby",Bobby Darin,1960,218.867,71.477,0.782,0.132,0.583,5,9,No
26445,Somebody to Love,Bobby Darin,1960,132.453,184.637,0.446,0.733,0.901,6,9,No
26471,Just Friends,Bobby Darin,1961,133.92,143.047,0.708,0.31,0.516,2,10,No
26637,You're The Reason I'm Living,Bobby Darin,1963,148.933,72.3,0.766,0.209,0.36,2,16,No
26718,What a Difference a Day Makes,Bobby Darin,1964,216.627,176.012,0.974,0.00437,0.0992,2,16,No
28670,Things,Bobby Darin,2004,151.413,174.704,0.858,0.558,0.839,4,42,No
28839,Call Me Irresponsible,Bobby Darin,2009,124.56,125.485,0.695,0.347,0.644,7,45,No
30746,Don't Dream of Anybody but Me,Bobby Darin,1960,251.507,74.675,0.828,0.0352,0.304,5,9,No
34959,Always - 2001 Digital Remaster,Bobby Darin,1962,141.6,129.983,0.611,0.339,0.453,11,9,No
34994,There's A Rainbow 'Round My Shoulder - Remastered 2001,Bobby Darin,1962,160.0,128.08,0.652,0.311,0.556,8,9,No
38875,I Can't Give You Anything but Love,Bobby Darin,1960,157.293,93.637,0.638,0.142,0.481,8,7,No
38962,Long Ago and Far Away,Bobby Darin,1961,109.813,103.351,0.703,0.379,0.656,7,6,No
39000,You'll Never Know - 2001 Digital Remaster,Bobby Darin,1962,175.2,71.114,0.951,0.175,0.137,0,10,No
39046,You Made Me Love You (I Didn't Want To Do It) - 2001 Digital Remaster,Bobby Darin,1962,171.933,132.63,0.837,0.0977,0.13,7,7,No
42806,I Want You with Me,Bobby Darin,1960,140.147,130.766,0.266,0.599,0.969,1,7,No
42900,The More I See You,Bobby Darin,1961,104.773,130.502,0.61,0.291,0.458,0,7,No
48685,Splish Splash,Bobby Darin,1958,131.72,147.768,0.385,0.943,0.965,0,60,No
48767,Beyond the Sea,Bobby Darin,1959,172.48,136.483,0.723,0.516,0.569,2,66,No
48771,Mack the Knife,Bobby Darin,1959,184.333,82.755,0.76,0.529,0.464,3,62,No
48898,Clementine,Bobby Darin,1960,193.08,154.594,0.424,0.647,0.696,8,41,No
56647,Softly as in a Early Morning Sunrise,Bobby Darin,1959,151.28,66.518,0.804,0.409,0.626,2,35,No
56661,I'll Remember April,Bobby Darin,1959,140.2,135.924,0.817,0.336,0.604,7,35,No
56667,Some of These Days,Bobby Darin,1959,160.133,105.909,0.614,0.32,0.483,2,38,No
56862,It Had to Be You,Bobby Darin,1961,133.213,68.189,0.774,0.333,0.458,2,31,No
56909,Things,Bobby Darin,1962,151.413,174.704,0.858,0.558,0.839,4,40,No
56927,A Nightingale Sang In Berkeley Square - 2001 Digital Remaster,Bobby Darin,1962,182.16,116.032,0.56,0.286,0.498,1,35,No
56944,Oh! Look At Me Now - 2001 Digital Remaster,Bobby Darin,1962,163.867,116.627,0.764,0.214,0.451,0,34,No
59584,Dream Lover,Bobby Darin,2004,150.706,131.715,0.715,0.774,0.715,5,61,No
63860,I'm Beginning To See The Light - 2001 Digital Remaster,Bobby Darin,1962,138.6,135.823,0.795,0.31,0.578,9,30,No
66466,Beyond the Sea,Bobby Darin,2004,172.48,136.483,0.723,0.516,0.569,2,59,No
70342,Through a Long and Sleepless Night,Bobby Darin,1959,156.173,64.93,0.609,0.0664,0.155,3,27,No
77135,That's All,Bobby Darin,1959,121.16,152.642,0.667,0.874,0.888,9,24,No
77155,That's the Way Love Is,Bobby Darin,1959,180.266,129.316,0.64,0.587,0.699,2,24,No
79816,Mack the Knife,Bobby Darin,2004,184.333,82.755,0.76,0.529,0.464,3,52,No
79853,More - Remastered,Bobby Darin,2004,145.933,152.498,0.481,0.484,0.691,5,52,No
79982,Dream Lover,Bobby Darin,2007,150.706,131.715,0.715,0.774,0.715,5,51,No
83748,It Ain't Necessarily So,Bobby Darin,1959,202.867,77.626,0.944,0.0782,0.393,5,23,No
83763,She Needs Me - a.k.a. He Needs Me,Bobby Darin,1959,208.373,65.38,0.794,0.0701,0.184,3,22,No
84068,Nature Boy,Bobby Darin,1962,154.346,108.149,0.412,0.552,0.595,4,24,No
89814,Pretty Betty,Bobby Darin,1958,106.64,106.196,0.539,0.555,0.931,8,17,No
89926,Where Is the One,Bobby Darin,1959,206.0,83.71,0.869,0.0928,0.0893,3,20,No
95832,Was There a Call for Me,Bobby Darin,1959,186.32,137.044,0.864,0.139,0.242,10,19,No
101567,Just in Case You Changed Your Mind,Bobby Darin,1958,130.76,70.506,0.817,0.165,0.611,10,16,No
101794,Beyond the Sea - 45 Version,Bobby Darin,1960,168.867,139.498,0.713,0.359,0.44,7,17,No
101795,Guys and Dolls,Bobby Darin,1960,130.293,147.934,0.618,0.559,0.635,9,16,No
101959,All By Myself - 2001 Digital Remaster,Bobby Darin,1962,185.493,66.721,0.826,0.269,0.368,10,18,No
107271,Judy Don't Be Moody,Bobby Darin,1958,138.16,121.005,0.726,0.378,0.909,7,14,No
107293,Talk to Me Something,Bobby Darin,1958,139.467,182.793,0.86,0.164,0.322,8,14,No
7909,Moonlight In Vermont,Bobby Womack,1969,155.307,109.416,0.577,0.487,0.736,2,28,No
7916,Somebody Special,Bobby Womack,1969,175.933,177.81,0.533,0.522,0.524,11,29,No
8147,Fact Of Life/He'll Be There When The Sun Goes Down Medley,Bobby Womack,1973,381.76,83.033,0.0735,0.389,0.597,11,26,No
9234,Fly Me To The Moon (In Other Words),Bobby Womack,1993,127.36,114.05,0.607,0.34,0.694,3,42,No
12812,Take Me,Bobby Womack,1969,150.627,93.091,0.209,0.604,0.646,2,28,No
17680,I'm A Midnight Mover,Bobby Womack,1969,122.573,118.938,0.277,0.54,0.933,9,28,No
18278,How Could You Break My Heart,Bobby Womack,1979,317.04,171.196,0.362,0.964,0.557,10,34,No
18398,Games,Bobby Womack,1981,413.72,109.666,0.46,0.671,0.664,4,27,No
18418,So Many Sides Of You,Bobby Womack,1981,224.253,127.986,0.0877,0.878,0.868,1,30,No
